deal_id,company_name,industry,lead_source,deal_value,stage,created_date,close_date,sales_rep,region,next_step,probability
DEAL-0394,"Mangat, Khare and Gole",Healthcare,Website,83188.73,proposal sent,11-11-2023,"April 22, 2024",Riya Sharma,WEST,Schedule Demo,90
DEAL-0175,Merchant and Sons,Logistics,Event,103204.15,PROPOSAL SENT,06 Jun 2022,,Sonal Joshi,West,Technical Eval,60
DEAL-0406,Munshi-Radhakrishnan,IT Services,Inbound,39098.89,WON,18 Dec 2022,,Riya Sharma,north,Stakeholder Meeting,30
DEAL-0164,Kothari Ltd,FinTech,Website,162121.54,Discovery,2022-09-27,03-22-2023,Priya Nair,west,Follow Up Call,90
DEAL-0285,"Srivastava, Srinivasan and Manda",Real Estate,Event,83457.15,wonnn,2023-07-18,2023-08-30,Neha Gupta,NORTH,Pricing Discussion,40
DEAL-0609,"Venkataraman, Parmer and Agate",FinTech,Cold Outreach,243887.39,PROPOSAL SENT,01-06-2022,05 Mar 2022,Aman Verma,south,Stakeholder Meeting,40
DEAL-0514,Seshadri-Narang,EdTech,REFERRAL,188701.58,negotiation,01-30-2023,,Karan Mehta,NORTH,Follow Up Call,80
DEAL-0605,Lata LLC,Logistics,linkedin,218997.71,lost,07/09/2022,2022-12-06,Priya Nair,West,,100
DEAL-0276,Dugal-Sarna,Logistics,REFERRAL,187985.41,qualified,04-05-2023,02/06/2023,Deepak Rao,South,Schedule Demo,70
DEAL-0406,Munshi-Radhakrishnan,IT Services,Inbound,39098.89,WON,18 Dec 2022,,Riya Sharma,north,Stakeholder Meeting,30
DEAL-0105,"Palla, Arya and Kala",Logistics,LinkedIn,17582.02,Discovery,02-15-2023,2023-07-11,Aman Verma,East,Contract Review,70
DEAL-0115,"Bir, Mody and Malhotra",Retail,REFERRAL,177914.93,Prospecting,21 Oct 2023,03-01-2024,Karan Mehta,west,Contract Review,100
DEAL-0624,Badal-Babu,IT Services,Referral,229384.42,closed won,2023-11-15,"April 27, 2024",Priya Nair,East,Follow Up Call,30
DEAL-0209,Deshpande Group,Logistics,Partner,,wonnn,"December 08, 2023",21/04/2024,Priya Nair,South,,100
DEAL-0261,"Dhillon, Cheema and Lala",FinTech,cold outreach,107044.43,Prospecting,25/02/2023,23 Jun 2023,Riya Sharma,SOUTH,,80
DEAL-0093,Issac Group,EdTech,Cold Outreach,83039.86,WON,24 Jan 2023,"June 23, 2023",Neha Gupta,SOUTH,Stakeholder Meeting,60
DEAL-0008,Dada-Dave,Retail,LinkedIn,178837.42,Proposal Sent,2022-04-15,,Deepak Rao,South,,30
DEAL-0090,"Andra, Upadhyay and Chawla",IT Services,Cold Email,201971.63,Prospecting,2022-09-08,12-05-2022,Sonal Joshi,south,Follow Up Call,80
DEAL-0526,"Raj, Guha and Goyal",Retail,cold outreach,224067.89,proposal sent,21/07/2022,04/11/2022,Aman Verma,West,Follow Up Call,100
DEAL-0378,Viswanathan-Iyer,Manufacturing,linkedin,172902.42,discovery,"March 12, 2022",2022-05-19,Neha Gupta,south,Contract Review,100
DEAL-0519,"Purohit, Mistry and Misra",IT Services,Website,160535.93,QUALIFIED,"December 27, 2023",02-10-2024,Arjun Pillai,north,Schedule Demo,40
DEAL-0400,Bhatnagar-Shankar,Retail,Event,49082.17,PROPOSAL SENT,07-21-2023,10/10/2023,Riya Sharma,North,Schedule Demo,20
DEAL-0362,"Bal, Khatri and Korpal",Retail,Cold Outreach,98100.0,PROPOSAL SENT,2022-11-04,02-24-2023,Karan Mehta,South,Follow Up Call,80
DEAL-0205,Babu Inc,EdTech,linkedin,,Prospecting,14/09/2023,01-31-2024,Arjun Pillai,South,Technical Eval,60
DEAL-0141,Srinivas LLC,FinTech,inbound,17437.53,QUALIFIED,09-03-2023,,Aman Verma,NORTH,Pricing Discussion,100
DEAL-0029,Khare and Sons,SaaS,Website,131935.02,Proposal Sent,05/04/2023,08 Jun 2023,Karan Mehta,WEST,Pricing Discussion,100
DEAL-0044,Bhatti-D’Alia,EdTech,inbound,56648.05,negotiation,10/04/2022,06-24-2022,Aman Verma,WEST,Contract Review,80
DEAL-0043,Uppal-Gulati,EdTech,Partner,193900.48,wonnn,01-25-2023,31/03/2023,Neha Gupta,North,Contract Review,50
DEAL-0074,Jaggi-Chaudhry,EdTech,Inbound,7003.46,Discovery,2023-10-13,18/02/2024,Deepak Rao,East,Technical Eval,20
DEAL-0168,Misra-Wason,IT Services,Referral,184124.21,closed won,19/04/2022,2022-08-27,Priya Nair,WEST,Follow Up Call,70
DEAL-0210,"Deshmukh, Chander and Sura",IT Services,LinkedIn,5738.79,LOST,25/07/2022,"November 26, 2022",Aman Verma,East,Contract Review,30
DEAL-0607,Bala-Kaur,FinTech,LinkedIn,87077.7,Prospecting,"November 03, 2023",03-31-2024,Karan Mehta,NORTH,Contract Review,40
DEAL-0067,Bassi Ltd,E-Commerce,Inbound,126855.72,Lost,24/10/2022,11 Jan 2023,Neha Gupta,West,Contract Review,90
DEAL-0012,Bhardwaj LLC,Logistics,LinkedIn,93565.58,Lost,08-28-2023,2024-02-01,Riya Sharma,North,Follow Up Call,100
DEAL-0494,"Pathak, Ahuja and Garg",Real Estate,Website,173837.73,Closed Won,"February 14, 2023",07-30-2023,Deepak Rao,East India,,20
DEAL-0643,Sura-Kunda,IT Services,Referral,190937.64,Prospecting,12 May 2023,04 Oct 2023,Deepak Rao,WEST,,100
DEAL-0179,"Anne, Chatterjee and Divan",Retail,Website,114450.2,Won,2023-06-28,2023-07-08,Sonal Joshi,north,,100
DEAL-0266,Mammen PLC,Retail,REFERRAL,208204.54,Closed Won,24/10/2023,02/02/2024,Sonal Joshi,south,Technical Eval,20
DEAL-0356,Bir-Prakash,Real Estate,Website,115384.8,PROPOSAL SENT,02 Sep 2022,07 Nov 2022,Neha Gupta,south,Send Proposal,70
DEAL-0501,Vohra LLC,SaaS,REFERRAL,145320.22,negotiation,07-02-2022,,Karan Mehta,West,Technical Eval,10
DEAL-0290,"Walla, Dutta and Prakash",Real Estate,Inbound,148087.82,qualified,16 Jan 2022,2022-04-11,Aman Verma,West,Technical Eval,50
DEAL-0418,Kaur Inc,EdTech,Inbound,1419016.85,PROPOSAL SENT,2022-10-11,15/03/2023,Neha Gupta,NORTH,Schedule Demo,70
DEAL-0178,Pradhan PLC,Manufacturing,inbound,6673.38,closed won,"July 07, 2023",28/10/2023,Sonal Joshi,East India,,60
DEAL-0454,Parsa LLC,Manufacturing,Partner,124923.57,Qualified,29/12/2022,19 Apr 2023,Deepak Rao,WEST,Send Proposal,50
DEAL-0532,Memon Inc,Healthcare,cold outreach,248945.05,negotiation,2023-10-01,15 Mar 2024,Riya Sharma,south,Stakeholder Meeting,20
DEAL-0084,"Bansal, Bajaj and Devi",Real Estate,inbound,,negotiation,26 Oct 2023,02-17-2024,Riya Sharma,south,Pricing Discussion,100
DEAL-0568,"Pal, Pillay and Sarraf",Logistics,Event,219577.66,proposal sent,2023-03-29,"May 16, 2023",Karan Mehta,NORTH,,70
DEAL-0353,"Deshmukh, Mand and Raj",Retail,LinkedIn,155396.98,qualified,2022-07-29,24 Aug 2022,Arjun Pillai,North,Send Proposal,50
DEAL-0458,Yohannan-Bobal,E-Commerce,Website,47269.24,Qualified,"June 08, 2022",31 Oct 2022,Priya Nair,SOUTH,Stakeholder Meeting,100
DEAL-0080,Sura-Sen,FinTech,cold outreach,99655.46,Proposal Sent,18 Nov 2023,28/04/2024,Priya Nair,north,Send Proposal,70
DEAL-0024,"Chaudhuri, Maharaj and Lalla",Real Estate,Partner,131753.2,negotiation,"October 28, 2023",24 Apr 2024,Riya Sharma,East,Follow Up Call,50
DEAL-0016,"Sarkar, Korpal and Basak",E-Commerce,inbound,119514.43,WON,06/04/2022,02 Sep 2022,Sonal Joshi,NORTH,Follow Up Call,40
DEAL-0595,"Sankar, Jaggi and Dhaliwal",EdTech,Website,63466.16,LOST,2022-03-16,2022-06-19,Deepak Rao,SOUTH,Stakeholder Meeting,60
DEAL-0235,Sidhu Ltd,E-Commerce,LinkedIn,222815.13,WON,"August 23, 2022",22/11/2022,Riya Sharma,North,,50
DEAL-0650,"Virk, Shere and Brahmbhatt",E-Commerce,inbound,212148.54,wonnn,"August 29, 2022",12-31-2022,Neha Gupta,north,Follow Up Call,90
DEAL-0272,Dugar-Brar,Logistics,Inbound,58169.05,Closed Lost,12/09/2022,27/01/2023,Sonal Joshi,NORTH,,70
DEAL-0495,Chana and Sons,E-Commerce,Event,154514.14,Discovery,2023-11-27,03-11-2024,Priya Nair,North,Stakeholder Meeting,50
DEAL-0287,Walia-Bandi,Manufacturing,linkedin,,Prospecting,21/02/2022,11 May 2022,Priya Nair,west,Contract Review,80
DEAL-0138,Bora Group,FinTech,Website,71427.52,LOST,13 Jun 2022,01 Jul 2022,Neha Gupta,East India,,90
DEAL-0350,Mander Inc,E-Commerce,linkedin,89735.58,Proposal Sent,"June 20, 2023",2023-07-04,Arjun Pillai,East India,Stakeholder Meeting,70
DEAL-0329,"Mukherjee, Dhingra and Saraf",FinTech,Event,97406.54,Lost,06-05-2023,2023-07-16,Aman Verma,SOUTH,Technical Eval,90
DEAL-0034,"Thaman, Mohan and Bhardwaj",EdTech,Website,239306.15,proposal sent,16/12/2023,12 May 2024,Deepak Rao,west,Schedule Demo,80
DEAL-0430,"Varughese, Barad and Samra",Manufacturing,Cold Outreach,,QUALIFIED,"July 29, 2023",10-03-2023,Priya Nair,SOUTH,,70
DEAL-0355,"Kar, Sarna and Jayaraman",Healthcare,Cold Outreach,160360.12,Closed Lost,"November 18, 2022",12-25-2022,Deepak Rao,West,Follow Up Call,90
DEAL-0010,"Bains, Kanda and Agate",Manufacturing,inbound,43588.79,Qualified,2023-07-13,"December 19, 2023",Deepak Rao,south,Follow Up Call,20
DEAL-0023,Nair Ltd,Logistics,REFERRAL,,prospecting,23/07/2022,10/11/2022,Neha Gupta,East,Follow Up Call,80
DEAL-0364,Barman PLC,Real Estate,linkedin,93371.56,QUALIFIED,20/11/2022,"March 23, 2023",Riya Sharma,West,Stakeholder Meeting,50
DEAL-0222,Khatri Ltd,Retail,Cold Outreach,219265.66,LOST,2022-03-07,"April 18, 2022",Aman Verma,north,Send Proposal,30
DEAL-0478,Jha-Muni,Real Estate,Cold Email,13010.3,LOST,17/04/2023,05-06-2023,Aman Verma,East,Send Proposal,80
DEAL-0510,"Baria, Baral and Lanka",SaaS,cold outreach,39832.05,NEGOTIATION,"March 23, 2023",2023-04-23,Deepak Rao,west,,60
DEAL-0333,Kale-Badal,FinTech,Website,244445.66,Qualified,2023-09-02,2023-09-17,Arjun Pillai,North,Pricing Discussion,60
DEAL-0085,"Subramanian, Reddy and Iyer",IT Services,REFERRAL,246762.98,Won,03-15-2022,05-25-2022,Riya Sharma,SOUTH,,50
DEAL-0334,Nazareth LLC,FinTech,Inbound,224223.85,Negotiation,"March 11, 2022",,Arjun Pillai,south,Contract Review,10
DEAL-0335,"Borah, Dalal and Sood",FinTech,inbound,61292.79,Proposal Sent,2023-11-23,04 Jan 2024,Sonal Joshi,SOUTH,Stakeholder Meeting,70
DEAL-0579,Bora PLC,Manufacturing,REFERRAL,120398.58,Closed Won,11-11-2023,27 Dec 2023,Arjun Pillai,north,,20
DEAL-0260,Saran LLC,EdTech,Cold Outreach,,prospecting,"March 10, 2023",08-17-2023,Aman Verma,south,,60
DEAL-0204,"Vora, Khosla and Varty",E-Commerce,Referral,114143.26,qualified,06-25-2023,10-19-2023,Deepak Rao,west,,30
DEAL-0197,Dyal-Vig,Retail,Referral,93637.29,Proposal Sent,09/05/2022,27/07/2022,Priya Nair,West,Schedule Demo,80
DEAL-0586,Kuruvilla Inc,Healthcare,Inbound,161931.64,Prospecting,14 Nov 2022,02/04/2023,Deepak Rao,west,Technical Eval,50
DEAL-0311,"Narasimhan, Bhasin and Bansal",Logistics,Inbound,166524.66,discovery,14/05/2023,02 Jun 2023,Aman Verma,South,Pricing Discussion,70
DEAL-0397,Soman-Ramanathan,Retail,cold outreach,73673.54,Won,2022-09-28,08 Feb 2023,Neha Gupta,South,,100
DEAL-0094,Varughese Inc,IT Services,Event,156042.62,NEGOTIATION,04 Oct 2022,07/02/2023,Neha Gupta,North,Pricing Discussion,20
DEAL-0571,Sheth Group,IT Services,Cold Email,197031.39,prospecting,07 Aug 2022,16/10/2022,Aman Verma,WEST,Contract Review,10
DEAL-0293,"Salvi, Gala and Dyal",FinTech,Website,65203.85,won,2022-06-20,08-05-2022,Arjun Pillai,South,Follow Up Call,50
DEAL-0301,"Badal, Grewal and Bhatnagar",EdTech,REFERRAL,239523.04,proposal sent,01-24-2023,16/07/2023,Aman Verma,WEST,Stakeholder Meeting,90
DEAL-0325,Dey Inc,SaaS,linkedin,207875.21,QUALIFIED,30/05/2023,04 Jul 2023,Priya Nair,WEST,Schedule Demo,20
DEAL-0185,"Sahni, Taneja and Balay",IT Services,LinkedIn,231160.97,Proposal Sent,25/04/2022,2022-09-22,Arjun Pillai,WEST,Stakeholder Meeting,90
DEAL-0559,Muni and Sons,Real Estate,REFERRAL,58224.95,LOST,11-08-2022,13 Dec 2022,Sonal Joshi,NORTH,Technical Eval,70
DEAL-0292,Gill-Varma,Retail,linkedin,61354.56,Won,2022-08-31,2023-01-07,Deepak Rao,SOUTH,,60
DEAL-0154,Chhabra PLC,E-Commerce,cold outreach,14138.07,won,"July 04, 2023",17/11/2023,Neha Gupta,NORTH,,80
DEAL-0076,Bir-Warrior,IT Services,LinkedIn,94615.52,Proposal Sent,"June 16, 2022",2022-10-30,Karan Mehta,NORTH,Pricing Discussion,10
DEAL-0573,"Dani, Lanka and Bansal",Healthcare,linkedin,64065.03,QUALIFIED,30 Apr 2023,20/10/2023,Deepak Rao,SOUTH,Contract Review,60
DEAL-0069,"Sengupta, Mukhopadhyay and Hayre",Healthcare,REFERRAL,117021.51,Closed Lost,2022-08-27,01-03-2023,Arjun Pillai,East India,Follow Up Call,40
DEAL-0546,Chahal-Sama,Logistics,inbound,34545.48,Won,11/05/2022,"September 30, 2022",Neha Gupta,NORTH,Contract Review,10
DEAL-0189,Mangat-Gour,EdTech,REFERRAL,239553.33,Discovery,03-01-2022,05-11-2022,Karan Mehta,north,Technical Eval,10
DEAL-0237,Kala Ltd,Manufacturing,Cold Outreach,114378.06,Won,02 Feb 2022,21 Feb 2022,Arjun Pillai,north,Contract Review,30
DEAL-0089,Basu Ltd,E-Commerce,Inbound,,Proposal Sent,"July 01, 2023",10-22-2023,Karan Mehta,North,,40
DEAL-0587,"Goel, Krish and Chatterjee",SaaS,REFERRAL,42406.71,qualified,08-19-2022,05/01/2023,Sonal Joshi,SOUTH,Send Proposal,50
DEAL-0118,"Hayre, Wagle and Kala",Retail,linkedin,239387.95,won,29/09/2022,03-05-2023,Karan Mehta,North,Contract Review,40
DEAL-0126,"Iyengar, Oommen and Loyal",EdTech,Partner,177700.73,wonnn,08-21-2023,"December 22, 2023",Karan Mehta,south,Send Proposal,50
DEAL-0569,Anne-Konda,Retail,Event,153697.08,wonnn,2023-03-29,10/09/2023,Sonal Joshi,South,Technical Eval,100
DEAL-0239,"Mangat, Char and Bava",Real Estate,Inbound,15838.0,Prospecting,14/03/2022,05/06/2022,Arjun Pillai,North,,10
DEAL-0001,"Dave, Lalla and Dani",Real Estate,inbound,154909.91,won,10-17-2023,2024-01-16,Aman Verma,North,Stakeholder Meeting,70
DEAL-0240,Tailor-Sahota,EdTech,Partner,137241.15,WON,"June 11, 2023","July 14, 2023",Sonal Joshi,WEST,,100
DEAL-0282,Vaidya LLC,E-Commerce,Referral,93112.93,LOST,13 Sep 2022,"October 26, 2022",Sonal Joshi,north,Send Proposal,20
DEAL-0551,"Kalla, Radhakrishnan and Dhingra",SaaS,REFERRAL,78317.56,Discovery,25/11/2023,12-28-2023,Neha Gupta,south,Technical Eval,100
DEAL-0431,Balakrishnan Ltd,EdTech,Website,183886.93,Closed Won,01-10-2022,22 Jun 2022,Sonal Joshi,north,,20
DEAL-0279,Batra-Pingle,FinTech,Cold Email,63636.08,lost,07-07-2022,2022-12-24,Arjun Pillai,NORTH,Follow Up Call,60
DEAL-0117,Bhatti-Butala,Logistics,REFERRAL,122200.89,proposal sent,27/05/2022,,Sonal Joshi,East,Technical Eval,100
DEAL-0229,Chandra PLC,Manufacturing,Cold Outreach,97922.73,won,14 Aug 2022,10-02-2022,Aman Verma,north,Schedule Demo,100
DEAL-0480,"Vig, Deol and Gola",Healthcare,LinkedIn,143584.36,discovery,2022-11-09,08 Dec 2022,Aman Verma,NORTH,Contract Review,50
DEAL-0540,Saraf-Behl,Healthcare,Referral,110161.58,wonnn,"February 23, 2023",20/06/2023,Sonal Joshi,South,Stakeholder Meeting,40
DEAL-0275,De Ltd,Manufacturing,cold outreach,51555.81,prospecting,07-04-2023,10-12-2023,Aman Verma,West,Schedule Demo,30
DEAL-0440,Kade-Sen,Retail,Inbound,232831.0,Closed Won,07-20-2023,"October 28, 2023",Arjun Pillai,north,,100
DEAL-0145,Sangha LLC,Logistics,REFERRAL,38679.42,Closed Lost,2023-09-03,01-30-2024,Deepak Rao,East India,Schedule Demo,50
DEAL-0612,Khare-Bhatnagar,Healthcare,linkedin,45885.94,Closed Won,2022-08-13,2022-11-25,Neha Gupta,WEST,Follow Up Call,60
DEAL-0553,Narain Ltd,Logistics,Website,162186.16,LOST,09-23-2023,31/12/2023,Sonal Joshi,North,,40
DEAL-0628,Gour-Guha,Logistics,linkedin,131364.66,Qualified,21 Nov 2022,"March 22, 2023",Arjun Pillai,East India,Schedule Demo,60
DEAL-0533,Ganesh-Kothari,Retail,linkedin,221126.2,Closed Lost,18/11/2022,"March 22, 2023",Neha Gupta,SOUTH,,50
DEAL-0269,"Dass, Guha and Kurian",Logistics,Inbound,,qualified,17 Feb 2023,08 Jun 2023,Sonal Joshi,North,Schedule Demo,20
DEAL-0463,Dhillon Ltd,E-Commerce,cold outreach,39632.84,Qualified,01-26-2022,"March 21, 2022",Aman Verma,West,,40
DEAL-0047,Mital LLC,Manufacturing,Website,138666.48,Closed Lost,2023-09-11,2023-11-01,Aman Verma,WEST,Follow Up Call,20
DEAL-0262,Chauhan Ltd,Healthcare,cold outreach,100162.67,discovery,24 Apr 2023,"August 28, 2023",Karan Mehta,East,Pricing Discussion,10
DEAL-0196,"Iyer, Sami and Nagar",Healthcare,LinkedIn,133749.13,Lost,06-30-2023,22/09/2023,Sonal Joshi,WEST,Follow Up Call,90
DEAL-0526,"Raj, Guha and Goyal",Retail,cold outreach,224067.89,proposal sent,21/07/2022,04/11/2022,Aman Verma,West,Follow Up Call,100
DEAL-0580,"Mann, Wable and Om",Real Estate,Event,22883.0,negotiation,10-11-2023,21 Oct 2023,Sonal Joshi,West,Technical Eval,80
DEAL-0108,"Mane, Suri and Gola",Manufacturing,cold outreach,206307.02,Prospecting,05 Aug 2022,09-16-2022,Karan Mehta,South,Contract Review,40
DEAL-0598,"Modi, Sankaran and Mannan",Retail,REFERRAL,,wonnn,07/10/2023,2024-02-12,Priya Nair,west,Pricing Discussion,80
DEAL-0518,"Varkey, Sharaf and Tank",Manufacturing,Website,27819.71,Won,"February 15, 2022",2022-06-29,Neha Gupta,South,Follow Up Call,10
DEAL-0322,Bhakta LLC,EdTech,linkedin,24359.71,lost,21/02/2022,,Riya Sharma,East India,Stakeholder Meeting,50
DEAL-0101,Nair LLC,Real Estate,Referral,218664.28,Proposal Sent,27 Feb 2022,07-21-2022,Riya Sharma,South,,70
DEAL-0576,Thakkar Ltd,Healthcare,Cold Outreach,82535.8,WON,2022-03-28,2022-08-12,Aman Verma,south,Technical Eval,100
DEAL-0621,Kant-Soman,EdTech,Partner,,Discovery,"April 13, 2023",2023-07-14,Priya Nair,WEST,,30
DEAL-0332,"Tank, Konda and Pandya",EdTech,Event,163002.27,Qualified,12/03/2022,2022-09-01,Deepak Rao,WEST,Contract Review,10
DEAL-0180,Randhawa PLC,Healthcare,cold outreach,85758.2,Closed Lost,2022-01-01,2022-05-29,Sonal Joshi,North,Send Proposal,100
DEAL-0305,"Varkey, Butala and Sani",FinTech,LinkedIn,,Discovery,11/04/2023,09-11-2023,Priya Nair,west,Technical Eval,100
DEAL-0552,Kumar PLC,EdTech,Cold Outreach,204275.14,won,28 Jun 2022,02 Sep 2022,Karan Mehta,North,Pricing Discussion,10
DEAL-0150,"Banerjee, Tripathi and Lall",Healthcare,LinkedIn,74926.76,closed won,2022-01-12,16 Jun 2022,Riya Sharma,SOUTH,,40
DEAL-0125,Subramanian-Sidhu,FinTech,Inbound,245653.77,discovery,2023-03-15,05/08/2023,Sonal Joshi,SOUTH,Send Proposal,20
DEAL-0549,"Iyengar, Pandit and Prabhakar",Retail,cold outreach,,won,11-12-2023,"March 16, 2024",Arjun Pillai,WEST,,30
DEAL-0602,Srinivasan-Krishna,Manufacturing,inbound,89942.76,Closed Lost,01-29-2023,"June 05, 2023",Aman Verma,North,,70
DEAL-0186,"Gaba, Chhabra and Rao",Healthcare,Cold Email,193611.06,qualified,2023-01-07,03-31-2023,Priya Nair,East,Technical Eval,50
DEAL-0426,Karpe Group,IT Services,Cold Email,171491.09,discovery,2023-03-29,07 May 2023,Karan Mehta,WEST,Send Proposal,10
DEAL-0161,"Karpe, Nagi and Mitter",IT Services,LinkedIn,,Lost,2022-06-11,26/06/2022,Arjun Pillai,WEST,Pricing Discussion,40
DEAL-0184,Bala-Gala,E-Commerce,inbound,44130.62,won,"January 20, 2022",12 Feb 2022,Deepak Rao,NORTH,Send Proposal,80
DEAL-0343,"Barad, Varma and Ghose",FinTech,Referral,206121.09,prospecting,02-10-2022,29/03/2022,Neha Gupta,south,Stakeholder Meeting,40
DEAL-0641,Taneja-Bhardwaj,Logistics,Partner,160805.75,Prospecting,11 Oct 2022,01-24-2023,Deepak Rao,west,Send Proposal,100
DEAL-0143,Tandon PLC,Healthcare,Partner,29548.5,proposal sent,"January 30, 2023",2023-07-19,Riya Sharma,south,Send Proposal,60
DEAL-0142,"Bakshi, Mangal and Hora",Real Estate,Inbound,60289.55,lost,07 Mar 2022,23/05/2022,Aman Verma,North,Send Proposal,90
DEAL-0391,Sem-Menon,SaaS,Inbound,78606.64,Closed Lost,15 Nov 2023,2024-05-13,Neha Gupta,west,,20
DEAL-0321,"Zacharia, Bera and Sidhu",Retail,Partner,91838.07,negotiation,28 Feb 2022,2022-05-20,Aman Verma,WEST,Follow Up Call,50
DEAL-0020,"Bahri, Soman and Chokshi",E-Commerce,cold outreach,105644.8,Discovery,2023-09-09,"December 31, 2023",Aman Verma,SOUTH,,70
DEAL-0173,"Chandran, Sarin and Buch",Logistics,inbound,161487.82,WON,09-16-2023,06 Jan 2024,Priya Nair,East India,Follow Up Call,100
DEAL-0384,"Krishnamurthy, Dave and Iyengar",Retail,inbound,126471.6,Lost,2023-07-11,,Arjun Pillai,south,Send Proposal,70
DEAL-0313,Savant LLC,Manufacturing,inbound,105777.93,won,14 Jul 2022,,Aman Verma,NORTH,Send Proposal,10
DEAL-0224,"Shroff, Pai and Kala",E-Commerce,Inbound,-854.08,prospecting,2022-01-22,2022-02-26,Arjun Pillai,West,Schedule Demo,70
DEAL-0013,"Tailor, Dada and Khurana",EdTech,REFERRAL,246357.47,prospecting,09/03/2023,2023-03-20,Riya Sharma,SOUTH,Send Proposal,10
DEAL-0306,Ahuja PLC,FinTech,inbound,-18780.27,closed won,2022-10-20,"April 04, 2023",Sonal Joshi,west,Send Proposal,80
DEAL-0026,Wadhwa-Narula,SaaS,Cold Email,149007.57,Closed Lost,2023-07-13,08-26-2023,Sonal Joshi,WEST,Send Proposal,20
DEAL-0516,Sur PLC,SaaS,inbound,124570.9,Proposal Sent,14 Jul 2022,24/10/2022,Neha Gupta,south,,70
DEAL-0170,Gokhale-Sama,Real Estate,REFERRAL,,Prospecting,2022-11-02,2022-12-08,Aman Verma,West,Pricing Discussion,30
DEAL-0564,"Mitter, Anne and Wali",IT Services,Cold Outreach,65800.92,Negotiation,"September 14, 2023",10-29-2023,Priya Nair,East,,80
DEAL-0409,Khosla-Apte,Real Estate,Event,115021.35,discovery,12 Oct 2023,,Deepak Rao,west,,20
DEAL-0246,"Biswas, Khare and Jha",SaaS,Inbound,219683.29,PROPOSAL SENT,2023-07-07,20 Oct 2023,Priya Nair,East India,Schedule Demo,60
DEAL-0299,"Palla, Misra and Shenoy",Healthcare,Partner,-22945.96,wonnn,02 Mar 2022,06 Jul 2022,Arjun Pillai,East India,Contract Review,30
DEAL-0432,"Thaker, Divan and Goda",E-Commerce,Cold Email,89051.34,Lost,2022-04-25,,Neha Gupta,SOUTH,Send Proposal,70
DEAL-0273,"Padmanabhan, Rout and Sankaran",Real Estate,Event,227223.04,Prospecting,2022-07-16,2022-10-07,Priya Nair,WEST,Follow Up Call,80
DEAL-0155,Munshi LLC,E-Commerce,Website,107381.82,qualified,01 Oct 2022,03-13-2023,Deepak Rao,East India,Follow Up Call,90
DEAL-0127,"Narayanan, Kari and Setty",E-Commerce,Partner,124805.75,Negotiation,13 Feb 2023,23/07/2023,Arjun Pillai,NORTH,Send Proposal,70
DEAL-0469,Barad-Bora,Retail,REFERRAL,50839.15,wonnn,2022-10-01,04 Mar 2023,Deepak Rao,west,Follow Up Call,60
DEAL-0342,"Gola, Apte and Jaggi",FinTech,Cold Outreach,40326.93,won,01/09/2023,,Aman Verma,north,Schedule Demo,10
DEAL-0288,"Prakash, Sheth and Roy",Logistics,Partner,186606.83,Proposal Sent,30/10/2023,13 Jan 2024,Neha Gupta,West,Stakeholder Meeting,20
DEAL-0114,Bakshi Ltd,IT Services,cold outreach,212852.36,Negotiation,2023-02-10,"April 25, 2023",Neha Gupta,North,,10
DEAL-0433,Lala Inc,FinTech,Cold Email,132673.13,discovery,2022-03-19,05-22-2022,Neha Gupta,west,Send Proposal,30
