deal_id,company_name,industry,lead_source,deal_value,stage,created_date,close_date,sales_rep,region,next_step,probability
DEAL-0174,Kapur Ltd,IT Services,Website,109787.3,qualified,2022-07-23,20 Dec 2022,Arjun Pillai,East,Pricing Discussion,60
DEAL-0354,Mital PLC,Healthcare,REFERRAL,242385.53,wonnn,17 Nov 2023,27/02/2024,Sonal Joshi,SOUTH,Follow Up Call,20
DEAL-0058,Bhasin-Bala,SaaS,inbound,35017.87,Qualified,26/09/2023,2024-03-23,Neha Gupta,East India,Pricing Discussion,70
DEAL-0471,"Majumdar, Thaman and Master",Logistics,inbound,238201.28,negotiation,"December 20, 2023","June 07, 2024",Riya Sharma,East India,Technical Eval,50
DEAL-0223,Wable-Seth,EdTech,Cold Email,-7415.81,Closed Won,2022-12-13,2023-05-23,Karan Mehta,NORTH,,30
DEAL-0281,Brar-Madan,IT Services,Inbound,163936.73,negotiation,"April 19, 2023",07 May 2023,Arjun Pillai,West,Follow Up Call,70
DEAL-0018,"Bumb, Garg and Mutti",Healthcare,inbound,21108.29,Negotiation,2022-08-27,"November 14, 2022",Sonal Joshi,north,Schedule Demo,50
DEAL-0487,"Dass, Puri and Aggarwal",EdTech,Website,185317.23,prospecting,03/12/2022,20 Apr 2023,Priya Nair,west,Contract Review,70
DEAL-0323,Bhatti PLC,Healthcare,Partner,117454.45,discovery,22 Aug 2023,2023-12-23,Aman Verma,west,Stakeholder Meeting,50
DEAL-0256,"Edwin, Sankaran and Vala",Manufacturing,inbound,50050.35,proposal sent,2022-04-10,04-22-2022,Sonal Joshi,South,Pricing Discussion,60
DEAL-0468,Arora and Sons,Logistics,REFERRAL,45882.05,lost,"September 12, 2022","January 14, 2023",Sonal Joshi,NORTH,Stakeholder Meeting,10
DEAL-0532,Memon Inc,Healthcare,cold outreach,248945.05,negotiation,2023-10-01,15 Mar 2024,Riya Sharma,south,Stakeholder Meeting,20
DEAL-0191,Sane-Jain,Real Estate,inbound,96538.09,Closed Lost,08-04-2023,2024-01-02,Riya Sharma,west,Pricing Discussion,10
DEAL-0437,Mital Group,FinTech,LinkedIn,,Closed Won,"February 06, 2022",01/04/2022,Karan Mehta,WEST,,100
DEAL-0613,Kara Ltd,SaaS,Partner,1659993.43,Discovery,"June 30, 2022","October 20, 2022",Sonal Joshi,NORTH,,90
DEAL-0392,"Devan, Bala and Purohit",SaaS,Partner,175346.61,Qualified,22/07/2023,"November 17, 2023",Riya Sharma,north,Contract Review,70
DEAL-0095,"Goel, Lata and Dhingra",SaaS,Partner,150462.54,Closed Won,18 Oct 2023,31/12/2023,Sonal Joshi,East India,Send Proposal,10
DEAL-0181,"Gade, Iyengar and Gill",Real Estate,Cold Outreach,145354.95,WON,2023-09-06,"September 29, 2023",Deepak Rao,North,Pricing Discussion,30
DEAL-0302,Arora Group,IT Services,inbound,210571.78,negotiation,03/01/2022,09 Feb 2022,Arjun Pillai,west,Technical Eval,20
DEAL-0425,Vasa-Rattan,Real Estate,REFERRAL,96659.29,Qualified,15/06/2022,08-19-2022,Arjun Pillai,west,Pricing Discussion,80
DEAL-0508,"Baral, Rau and Srinivas",E-Commerce,Cold Email,983145.07,won,2022-12-20,06-15-2023,Deepak Rao,west,Contract Review,80
DEAL-0452,Ghosh-Madan,FinTech,Cold Email,94619.29,Closed Won,"November 14, 2023",2024-01-25,Riya Sharma,west,Send Proposal,10
DEAL-0449,Maharaj-Pant,Real Estate,Cold Outreach,73194.48,Qualified,"August 04, 2022","January 19, 2023",Sonal Joshi,South,Schedule Demo,100
DEAL-0427,Bera Inc,Manufacturing,cold outreach,41932.51,Lost,"July 19, 2023",2023-08-26,Karan Mehta,west,Follow Up Call,100
DEAL-0006,"Goda, Rastogi and Bandi",Real Estate,inbound,203575.74,prospecting,2022-08-17,"November 19, 2022",Sonal Joshi,north,,20
DEAL-0046,"Pau, Atwal and Bhatia",Real Estate,Partner,,prospecting,12-19-2022,27 Jan 2023,Sonal Joshi,NORTH,Stakeholder Meeting,20
DEAL-0396,Hegde-Saxena,Manufacturing,Cold Email,196583.72,Negotiation,18/05/2022,"July 21, 2022",Neha Gupta,west,Technical Eval,90
DEAL-0523,"Saraf, Savant and Bahri",SaaS,Cold Outreach,84101.96,Negotiation,"July 06, 2023","November 27, 2023",Priya Nair,North,Pricing Discussion,80
DEAL-0172,Babu Inc,Retail,Inbound,52324.52,Lost,2023-06-04,2023-10-18,Riya Sharma,south,,40
DEAL-0017,"Lata, Dubey and Ghosh",Retail,cold outreach,36793.95,closed won,2022-08-12,17/10/2022,Neha Gupta,west,,50
DEAL-0049,"Badami, Basak and Venkataraman",SaaS,Website,202800.58,Won,14 Feb 2022,14 May 2022,Neha Gupta,East,Pricing Discussion,50
DEAL-0525,Raj Group,IT Services,REFERRAL,-7805.08,Qualified,11-18-2023,05-04-2024,Aman Verma,West,Technical Eval,80
DEAL-0636,Suresh-Samra,Retail,inbound,243105.15,LOST,05-02-2023,,Deepak Rao,East India,Stakeholder Meeting,50
DEAL-0004,Oza-Mallick,Healthcare,cold outreach,,Closed Won,2022-10-09,11-27-2022,Arjun Pillai,West,Follow Up Call,20
DEAL-0447,"Venkataraman, Dass and Ghosh",Healthcare,LinkedIn,115145.88,QUALIFIED,02-10-2022,21/03/2022,Neha Gupta,North,Pricing Discussion,70
DEAL-0410,Date PLC,Logistics,REFERRAL,147649.78,proposal sent,28/09/2022,"March 01, 2023",Aman Verma,WEST,,70
DEAL-0317,"Sawhney, Banik and Gera",Retail,Website,110490.44,PROPOSAL SENT,17 Aug 2023,10-05-2023,Arjun Pillai,NORTH,Schedule Demo,40
DEAL-0640,"Balasubramanian, Sampath and Bhattacharyya",EdTech,REFERRAL,10858.01,qualified,15/10/2023,17/02/2024,Aman Verma,NORTH,Stakeholder Meeting,10
DEAL-0284,Pai PLC,IT Services,linkedin,181991.33,PROPOSAL SENT,2023-03-30,2023-07-24,Aman Verma,North,Technical Eval,100
DEAL-0600,"Anand, Loke and Sane",Healthcare,Inbound,8102.92,PROPOSAL SENT,07-19-2022,09-01-2022,Neha Gupta,WEST,,50
DEAL-0286,Seth Group,Healthcare,linkedin,81665.89,prospecting,"April 11, 2022",23/07/2022,Deepak Rao,north,Pricing Discussion,30
DEAL-0570,"Subramanian, Bera and Mishra",Manufacturing,cold outreach,100979.0,LOST,23 Nov 2023,31 Dec 2023,Neha Gupta,North,Schedule Demo,20
DEAL-0226,Dhar Group,Logistics,LinkedIn,209531.29,Negotiation,2023-07-22,,Deepak Rao,south,Pricing Discussion,60
DEAL-0027,Sant LLC,Healthcare,cold outreach,36613.07,Qualified,2023-03-06,"May 01, 2023",Sonal Joshi,north,Follow Up Call,40
DEAL-0545,Chadha Inc,E-Commerce,Referral,6975.33,negotiation,22/07/2023,27 Aug 2023,Priya Nair,East,,90
DEAL-0264,"Baria, Chandra and Om",E-Commerce,Inbound,,qualified,11-21-2023,02 Apr 2024,Neha Gupta,South,,40
DEAL-0051,Batta PLC,Retail,Partner,43729.71,Won,2023-07-04,02 Sep 2023,Arjun Pillai,west,Follow Up Call,10
DEAL-0365,"Rege, Kunda and Sridhar",Manufacturing,Cold Outreach,,NEGOTIATION,16/03/2022,,Karan Mehta,East,Schedule Demo,80
DEAL-0230,Tripathi-Seth,Retail,cold outreach,117853.19,Closed Lost,08 Jan 2022,,Neha Gupta,west,Send Proposal,60
DEAL-0038,Buch-Vala,E-Commerce,Cold Outreach,46944.15,QUALIFIED,2022-06-09,,Aman Verma,SOUTH,Schedule Demo,20
DEAL-0158,Mahajan-Lall,E-Commerce,REFERRAL,198050.35,QUALIFIED,"April 25, 2022",2022-05-11,Priya Nair,South,Pricing Discussion,40
DEAL-0238,Narang PLC,E-Commerce,Event,218692.04,QUALIFIED,05/12/2022,13 Feb 2023,Arjun Pillai,North,,30
DEAL-0361,Bose PLC,Logistics,inbound,23009.14,negotiation,10-23-2023,,Riya Sharma,SOUTH,Stakeholder Meeting,30
DEAL-0375,Mangal-Sankaran,EdTech,Cold Outreach,195896.43,Prospecting,2022-09-29,24 Mar 2023,Arjun Pillai,North,,60
DEAL-0371,"Sunder, Munshi and Shanker",IT Services,Event,,Negotiation,17/03/2022,09 Aug 2022,Neha Gupta,South,,10
DEAL-0176,Doshi-Atwal,Retail,Referral,,prospecting,"January 18, 2023",,Deepak Rao,East India,Schedule Demo,100
DEAL-0588,Mutti-Ahuja,IT Services,Cold Email,,NEGOTIATION,2022-07-23,11-09-2022,Sonal Joshi,South,Stakeholder Meeting,40
DEAL-0627,"Bose, Shan and Lad",SaaS,Cold Outreach,17904.68,proposal sent,02/09/2023,12-11-2023,Arjun Pillai,WEST,,40
DEAL-0443,"Bhattacharyya, Kari and Om",Retail,LinkedIn,118203.27,won,2022-05-11,2022-09-15,Karan Mehta,west,Pricing Discussion,90
DEAL-0195,Keer-Sarkar,EdTech,LinkedIn,150974.54,NEGOTIATION,12/03/2022,"April 30, 2022",Arjun Pillai,south,Pricing Discussion,10
DEAL-0590,Kalita-Narula,IT Services,LinkedIn,243706.78,Lost,2022-01-26,2022-05-11,Neha Gupta,East,,90
DEAL-0598,"Modi, Sankaran and Mannan",Retail,REFERRAL,,wonnn,07/10/2023,2024-02-12,Priya Nair,west,Pricing Discussion,80
DEAL-0423,Handa-Mahajan,EdTech,Cold Outreach,187978.99,PROPOSAL SENT,"October 15, 2023","February 10, 2024",Arjun Pillai,SOUTH,Send Proposal,50
DEAL-0489,Solanki Group,E-Commerce,linkedin,12896.45,closed won,2022-03-13,18 Jun 2022,Arjun Pillai,WEST,,90
DEAL-0446,Agrawal-Varughese,SaaS,LinkedIn,185660.15,Closed Won,09/01/2023,07-01-2023,Aman Verma,South,Schedule Demo,50
DEAL-0477,Srinivasan Ltd,FinTech,Cold Email,199990.82,Discovery,2022-07-24,21/10/2022,Arjun Pillai,East,Pricing Discussion,50
DEAL-0577,Sodhi Inc,Retail,LinkedIn,210548.46,Proposal Sent,"October 18, 2022",01/11/2022,Riya Sharma,West,Contract Review,50
DEAL-0596,Shah-Ghosh,E-Commerce,Cold Email,231533.8,closed won,12 Apr 2023,21 Jul 2023,Arjun Pillai,south,Pricing Discussion,30
DEAL-0068,Ghose Inc,SaaS,Event,,prospecting,"March 23, 2022",2022-08-17,Deepak Rao,north,Contract Review,90
DEAL-0515,Thakkar-Batta,Logistics,cold outreach,219942.75,WON,08-14-2023,01 Jan 2024,Priya Nair,SOUTH,Technical Eval,90
DEAL-0169,"Palan, Bhasin and Chadha",SaaS,Cold Email,181056.55,Discovery,03/10/2023,06 Jan 2024,Sonal Joshi,East India,Send Proposal,60
DEAL-0445,"Virk, Mammen and Madan",Logistics,linkedin,166040.44,Won,12/11/2022,2023-04-17,Arjun Pillai,South,Technical Eval,70
DEAL-0163,"Kumer, Loyal and Gera",Healthcare,Event,87085.32,QUALIFIED,04 Jan 2022,27/02/2022,Arjun Pillai,NORTH,Pricing Discussion,50
DEAL-0310,Parsa PLC,Logistics,Inbound,233806.41,Proposal Sent,09 Nov 2023,12-18-2023,Riya Sharma,East,Stakeholder Meeting,100
DEAL-0194,Saini-Mannan,Logistics,inbound,191655.61,Closed Lost,"May 13, 2023",22/06/2023,Riya Sharma,SOUTH,,40
DEAL-0377,Tripathi and Sons,Real Estate,Cold Outreach,64471.92,qualified,24 Dec 2022,2023-02-27,Arjun Pillai,WEST,Technical Eval,70
DEAL-0366,Saini-Acharya,Real Estate,REFERRAL,113960.29,Prospecting,01-10-2022,,Riya Sharma,south,Technical Eval,80
DEAL-0384,"Krishnamurthy, Dave and Iyengar",Retail,inbound,126471.6,Lost,2023-07-11,,Arjun Pillai,south,Send Proposal,70
DEAL-0626,Gola-De,Manufacturing,Cold Outreach,34253.23,NEGOTIATION,27 Jul 2023,11-03-2023,Karan Mehta,SOUTH,Schedule Demo,20
DEAL-0611,Magar PLC,Healthcare,Inbound,18582.58,LOST,2023-03-12,14/06/2023,Neha Gupta,North,,80
DEAL-0153,Talwar Group,E-Commerce,linkedin,185978.2,Lost,30/11/2023,02-17-2024,Sonal Joshi,North,Technical Eval,10
DEAL-0448,Sathe-Kant,SaaS,Referral,6090.26,Prospecting,02/01/2023,2023-04-05,Arjun Pillai,west,Send Proposal,80
DEAL-0572,"Ganesan, Golla and Soman",Real Estate,Event,63638.56,lost,08/06/2023,2023-06-30,Riya Sharma,East,,90
DEAL-0227,Chaudhuri-Dhaliwal,Logistics,linkedin,244730.22,lost,"August 24, 2022","September 06, 2022",Riya Sharma,south,Pricing Discussion,30
DEAL-0639,Deo-Palla,Real Estate,cold outreach,41888.76,PROPOSAL SENT,2022-09-11,,Priya Nair,north,,80
DEAL-0555,"Sama, Nadig and Mohan",Manufacturing,Website,154528.21,Closed Won,05/11/2022,,Riya Sharma,West,Follow Up Call,100
DEAL-0104,Kala-Nadig,Manufacturing,REFERRAL,146726.21,WON,"November 20, 2022",01-14-2023,Arjun Pillai,NORTH,,70
DEAL-0422,Dhar-Raja,FinTech,Cold Email,-45118.98,PROPOSAL SENT,"May 14, 2022",,Karan Mehta,west,Pricing Discussion,60
DEAL-0488,Gill-Badal,Retail,inbound,65645.25,proposal sent,10-13-2022,07/11/2022,Sonal Joshi,WEST,,80
DEAL-0633,Nayar and Sons,E-Commerce,cold outreach,95385.24,LOST,07-16-2023,31/08/2023,Neha Gupta,East,Follow Up Call,60
DEAL-0075,Brar Group,EdTech,Event,-43370.22,discovery,2023-01-09,"April 26, 2023",Sonal Joshi,North,Schedule Demo,10
DEAL-0116,"Viswanathan, Virk and Murty",E-Commerce,Referral,142417.26,Proposal Sent,04-15-2023,,Karan Mehta,south,,100
DEAL-0408,"Saran, Vala and Srivastava",SaaS,REFERRAL,1134691.93,prospecting,05/12/2023,13 Mar 2024,Neha Gupta,NORTH,Technical Eval,70
DEAL-0043,Uppal-Gulati,EdTech,Partner,193900.48,wonnn,01-25-2023,31/03/2023,Neha Gupta,North,Contract Review,50
DEAL-0120,Kapoor Inc,IT Services,Inbound,170587.8,LOST,2022-09-10,11 Feb 2023,Priya Nair,NORTH,Schedule Demo,80
DEAL-0054,Karnik and Sons,E-Commerce,REFERRAL,83232.52,closed won,22/03/2022,2022-06-17,Priya Nair,East India,Stakeholder Meeting,30
DEAL-0152,"Singh, Koshy and Buch",Retail,Inbound,164813.19,WON,2022-04-28,"July 24, 2022",Neha Gupta,West,Send Proposal,50
DEAL-0404,Morar LLC,EdTech,Cold Outreach,21943.87,proposal sent,"September 12, 2023",02-24-2024,Arjun Pillai,East,Pricing Discussion,40
DEAL-0436,Mohanty-Magar,Manufacturing,LinkedIn,,Qualified,13 Jul 2023,,Priya Nair,south,,100
DEAL-0208,Dara-Prabhakar,Logistics,Partner,80501.54,Closed Won,07-07-2023,"December 12, 2023",Aman Verma,SOUTH,,30
DEAL-0542,Modi-Anne,FinTech,Cold Email,,WON,17/02/2023,04-03-2023,Deepak Rao,North,Send Proposal,40
DEAL-0484,Sarma-Ramesh,SaaS,cold outreach,137800.63,WON,11-07-2023,"November 27, 2023",Aman Verma,south,Follow Up Call,40
DEAL-0466,"Badami, Bir and Parmer",Manufacturing,REFERRAL,136657.92,PROPOSAL SENT,26 Feb 2023,08-15-2023,Karan Mehta,North,Follow Up Call,50
DEAL-0535,Kibe-Nair,IT Services,Cold Outreach,27868.3,LOST,05-08-2022,2022-09-15,Priya Nair,SOUTH,,70
DEAL-0009,Goswami-Ganesh,Manufacturing,LinkedIn,76138.76,Discovery,"November 24, 2023",2024-03-12,Arjun Pillai,East India,,70
DEAL-0456,Walla-Koshy,Retail,LinkedIn,101173.28,prospecting,02-21-2023,"April 15, 2023",Deepak Rao,NORTH,Stakeholder Meeting,30
DEAL-0037,Tiwari LLC,Manufacturing,linkedin,149993.07,Negotiation,12 Oct 2022,06 Apr 2023,Sonal Joshi,SOUTH,Technical Eval,70
DEAL-0453,Trivedi-Rao,Manufacturing,cold outreach,32918.97,NEGOTIATION,16/04/2022,06 Aug 2022,Riya Sharma,East,Technical Eval,30
DEAL-0140,Dugar and Sons,Logistics,Event,-13325.9,won,"March 09, 2023",2023-07-13,Sonal Joshi,South,Technical Eval,60
DEAL-0254,Saraf-Bhardwaj,Retail,inbound,133493.45,qualified,2022-07-14,2022-11-19,Aman Verma,north,,20
DEAL-0304,"Samra, Handa and Prashad",EdTech,Cold Outreach,16886.03,Closed Won,09-29-2022,,Priya Nair,WEST,Follow Up Call,100
DEAL-0606,"Rattan, Bail and Basak",FinTech,inbound,33923.9,PROPOSAL SENT,"June 01, 2022",20 Oct 2022,Arjun Pillai,East India,Follow Up Call,100
DEAL-0524,Wali LLC,SaaS,Cold Email,139091.08,Proposal Sent,05/12/2023,,Riya Sharma,WEST,,30
DEAL-0369,Kumar and Sons,Real Estate,LinkedIn,141461.33,Lost,31/07/2023,28 Dec 2023,Priya Nair,WEST,Schedule Demo,50
DEAL-0060,Shroff-Lalla,Real Estate,Event,,Proposal Sent,15 Aug 2023,08-28-2023,Sonal Joshi,West,Technical Eval,10
DEAL-0112,Trivedi-Rana,Retail,Cold Email,54953.46,Won,"November 03, 2023",2024-03-14,Neha Gupta,WEST,,80
DEAL-0486,"Aggarwal, Doshi and Raman",E-Commerce,inbound,58542.77,QUALIFIED,2023-02-13,05-16-2023,Deepak Rao,East India,Follow Up Call,40
DEAL-0500,Behl Ltd,Healthcare,Event,1968500.23,Discovery,25 Sep 2022,28/12/2022,Riya Sharma,WEST,,100
DEAL-0594,Rattan Inc,Real Estate,Cold Email,112184.08,NEGOTIATION,09-18-2023,23/02/2024,Karan Mehta,East India,Send Proposal,70
DEAL-0263,"Baral, Saran and Sekhon",SaaS,linkedin,85914.43,won,25/02/2022,04-26-2022,Priya Nair,North,Contract Review,50
DEAL-0583,Khatri PLC,SaaS,Cold Email,102503.88,Qualified,"April 06, 2022",07 May 2022,Deepak Rao,WEST,,50
DEAL-0298,Venkatesh-Virk,Healthcare,Referral,91283.16,qualified,02-15-2023,,Sonal Joshi,East,Contract Review,70
DEAL-0415,Ramakrishnan-Kata,EdTech,LinkedIn,150485.89,Qualified,05 Apr 2022,2022-08-09,Arjun Pillai,North,Send Proposal,60
DEAL-0151,Viswanathan and Sons,E-Commerce,Cold Outreach,,proposal sent,28 Nov 2023,"March 29, 2024",Sonal Joshi,WEST,Stakeholder Meeting,10
DEAL-0434,Krish-Shenoy,Healthcare,Cold Outreach,28917.64,PROPOSAL SENT,09 Dec 2023,2024-02-22,Deepak Rao,west,,30
DEAL-0441,Gaba and Sons,Manufacturing,Event,131418.51,Closed Won,01/06/2022,,Priya Nair,East India,Pricing Discussion,20
DEAL-0267,Gera-Kara,FinTech,linkedin,,won,2022-04-11,"July 05, 2022",Priya Nair,West,Send Proposal,60
DEAL-0604,Bora-Sekhon,EdTech,REFERRAL,96108.01,discovery,"February 14, 2023",04-16-2023,Neha Gupta,west,,10
DEAL-0360,Gour Group,Logistics,Cold Email,77367.97,Prospecting,19 Nov 2023,"December 06, 2023",Priya Nair,West,Stakeholder Meeting,60
DEAL-0616,Kuruvilla LLC,Retail,Inbound,,Closed Lost,"April 21, 2023","September 05, 2023",Arjun Pillai,west,Contract Review,90
DEAL-0039,Sachar Inc,Logistics,inbound,225990.22,Discovery,09 Aug 2022,,Arjun Pillai,West,Technical Eval,90
DEAL-0128,Dutt-Shetty,E-Commerce,Website,142319.46,negotiation,2023-01-06,04/04/2023,Karan Mehta,SOUTH,Stakeholder Meeting,30
DEAL-0424,Goda PLC,E-Commerce,inbound,173477.78,PROPOSAL SENT,"September 26, 2022",2023-01-27,Deepak Rao,West,,90
DEAL-0417,Koshy Ltd,Healthcare,linkedin,167850.0,Negotiation,"March 10, 2023",2023-06-11,Arjun Pillai,North,Follow Up Call,20
DEAL-0308,Borra-Behl,Logistics,inbound,828079.51,prospecting,15 Dec 2023,04-21-2024,Neha Gupta,South,,70
DEAL-0199,Pant and Sons,Real Estate,Website,226207.6,Lost,"November 07, 2023",2024-01-18,Neha Gupta,East India,Follow Up Call,60
DEAL-0352,"Deshmukh, Behl and Som",Manufacturing,Website,23624.47,closed won,25/09/2022,20 Jan 2023,Neha Gupta,south,Follow Up Call,80
DEAL-0491,Rajagopal-Biswas,E-Commerce,LinkedIn,,QUALIFIED,26 Dec 2022,"February 18, 2023",Aman Verma,North,Follow Up Call,10
DEAL-0147,"Dhingra, Mohanty and Atwal",E-Commerce,Partner,1479339.2,Discovery,06-26-2023,08-11-2023,Arjun Pillai,South,Follow Up Call,10
DEAL-0451,Chawla PLC,Healthcare,REFERRAL,200878.08,won,13 Sep 2022,,Karan Mehta,West,Schedule Demo,80
DEAL-0644,Sachdev LLC,Manufacturing,Event,185830.25,Negotiation,10-04-2023,01-02-2024,Sonal Joshi,west,,20
DEAL-0520,Bhagat-Balay,FinTech,Partner,213276.03,qualified,23 Mar 2023,"June 16, 2023",Deepak Rao,North,Technical Eval,60
DEAL-0420,Konda Ltd,E-Commerce,Referral,241868.73,Proposal Sent,04 Jan 2022,06-21-2022,Priya Nair,SOUTH,Contract Review,70
DEAL-0443,"Bhattacharyya, Kari and Om",Retail,LinkedIn,118203.27,won,2022-05-11,2022-09-15,Karan Mehta,west,Pricing Discussion,90
DEAL-0618,Murty-Chawla,FinTech,REFERRAL,,PROPOSAL SENT,25/07/2023,"August 25, 2023",Neha Gupta,West,,50
DEAL-0148,Khalsa-Chakrabarti,IT Services,inbound,121546.41,Closed Lost,2022-09-15,,Deepak Rao,north,Technical Eval,60
DEAL-0544,Warrior Ltd,Retail,Partner,132263.84,Closed Lost,30/10/2022,"February 12, 2023",Sonal Joshi,South,Schedule Demo,70
DEAL-0349,Kari-Varughese,Manufacturing,linkedin,24214.78,qualified,02/08/2023,2023-10-11,Priya Nair,SOUTH,Contract Review,50
DEAL-0464,"Warrior, Bajwa and Chadha",Logistics,Partner,151124.33,discovery,07-03-2022,2022-12-27,Karan Mehta,East,Follow Up Call,10
DEAL-0326,"Garde, Borde and Seth",Healthcare,Event,,PROPOSAL SENT,28 Jun 2023,10 Oct 2023,Priya Nair,East India,Stakeholder Meeting,10
DEAL-0187,Krishna and Sons,SaaS,Website,161484.27,WON,11/11/2022,2023-03-25,Arjun Pillai,North,Schedule Demo,30
DEAL-0124,Gokhale-Shetty,Manufacturing,Referral,78132.29,NEGOTIATION,22 Aug 2023,06/02/2024,Sonal Joshi,East,Follow Up Call,10
DEAL-0589,Maharaj Inc,Logistics,LinkedIn,,wonnn,31 May 2022,21/06/2022,Priya Nair,South,Stakeholder Meeting,30
DEAL-0097,"Sankar, Tiwari and Dugar",Healthcare,LinkedIn,142916.44,Closed Won,"July 25, 2023","December 19, 2023",Aman Verma,SOUTH,Follow Up Call,10
DEAL-0144,"Mani, Bhalla and Gaba",Retail,inbound,120738.96,qualified,26 Jan 2023,27 Mar 2023,Riya Sharma,north,Schedule Demo,70
DEAL-0240,Tailor-Sahota,EdTech,Partner,137241.15,WON,"June 11, 2023","July 14, 2023",Sonal Joshi,WEST,,100
DEAL-0395,Mander-Sawhney,Logistics,Event,160061.1,won,04-17-2022,"May 23, 2022",Aman Verma,north,,100
DEAL-0470,Chakraborty-Mandal,SaaS,inbound,156755.44,Qualified,13 Jun 2022,11-29-2022,Deepak Rao,SOUTH,Stakeholder Meeting,50
DEAL-0198,Dutta LLC,FinTech,Event,32491.15,Lost,2022-05-12,09-22-2022,Arjun Pillai,west,Schedule Demo,10
DEAL-0098,Kar-Varughese,EdTech,LinkedIn,9076.05,NEGOTIATION,13/08/2022,09/10/2022,Deepak Rao,NORTH,Pricing Discussion,30
DEAL-0372,Mallick-Raja,IT Services,cold outreach,151246.52,NEGOTIATION,"July 05, 2023",21 Nov 2023,Karan Mehta,North,Schedule Demo,30
DEAL-0325,Dey Inc,SaaS,linkedin,207875.21,QUALIFIED,30/05/2023,04 Jul 2023,Priya Nair,WEST,Schedule Demo,20
DEAL-0280,Sahota Ltd,Logistics,linkedin,74349.5,Closed Won,10-13-2022,10 Jan 2023,Neha Gupta,West,Follow Up Call,90
DEAL-0294,"Sandal, Goel and Brar",EdTech,LinkedIn,236148.81,QUALIFIED,21/02/2023,29/04/2023,Karan Mehta,NORTH,Follow Up Call,20
DEAL-0255,"Singh, Suresh and Date",Manufacturing,Event,105023.5,negotiation,"April 07, 2022",2022-08-12,Neha Gupta,WEST,Follow Up Call,40
DEAL-0401,Kannan LLC,Retail,Cold Outreach,11594.45,Closed Won,09/06/2022,"October 06, 2022",Arjun Pillai,SOUTH,Technical Eval,80
DEAL-0123,"Pingle, Kaul and Goda",FinTech,Website,239547.66,PROPOSAL SENT,09-27-2022,2023-01-21,Riya Sharma,south,,80
DEAL-0184,Bala-Gala,E-Commerce,inbound,44130.62,won,"January 20, 2022",12 Feb 2022,Deepak Rao,NORTH,Send Proposal,80
DEAL-0203,Batra and Sons,SaaS,Referral,124762.85,Proposal Sent,2022-09-29,"December 18, 2022",Arjun Pillai,East India,Send Proposal,60
DEAL-0439,"Nazareth, Bahri and Bala",IT Services,Website,31793.86,Prospecting,08-20-2023,01-05-2024,Aman Verma,North,Stakeholder Meeting,20
DEAL-0247,"Sarraf, Lad and Sanghvi",Healthcare,Partner,132706.51,wonnn,05-16-2022,2022-07-27,Karan Mehta,South,Technical Eval,100
DEAL-0416,Viswanathan LLC,E-Commerce,LinkedIn,31795.51,prospecting,10-12-2023,"January 24, 2024",Deepak Rao,East India,Send Proposal,20
DEAL-0272,Dugar-Brar,Logistics,Inbound,58169.05,Closed Lost,12/09/2022,27/01/2023,Sonal Joshi,NORTH,,70
DEAL-0130,Kadakia Inc,EdTech,Referral,145501.82,wonnn,22/05/2022,"June 26, 2022",Arjun Pillai,North,,40
DEAL-0403,"Kumer, Bhatti and Desai",SaaS,Referral,200432.95,WON,"October 16, 2022",08 Apr 2023,Arjun Pillai,South,Send Proposal,30
